tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_termPubMed	Category
36329	810879	GO:0003723	HDA	enables	RNA binding	33906926	Function
36329	810879	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810879	GO:0005634	IDA	located_in	nucleus	23181666	Component
36329	810884	GO:0003735	ISM	enables	structural constituent of ribosome	-	Function
36329	810884	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810884	GO:0006412	ISM	acts_upstream_of_or_within	translation	-	Process
36329	810885	GO:0005886	ISO	located_in	plasma membrane	29330527	Component
36329	810885	GO:0006833	IDA	acts_upstream_of_or_within	water transport	11729204	Process
36329	810885	GO:0008519	IDA	enables	ammonium transmembrane transporter activity	16889642	Function
36329	810885	GO:0009247	TAS	acts_upstream_of_or_within	glycolipid biosynthetic process	11729204	Process
36329	810885	GO:0009986	HDA	located_in	cell surface	27128092	Component
36329	810885	GO:0015791	IDA	acts_upstream_of_or_within	polyol transmembrane transport	11729204	Process
36329	810885	GO:0020036	RCA	located_in	Maurer's cleft	31631203	Component
36329	810885	GO:0048471	ISO	located_in	perinuclear region of cytoplasm	17284593	Component
36329	810885	GO:0051475	IDA	acts_upstream_of_or_within	glucosylglycerol transmembrane transport	11729204	Process
36329	810886	GO:0005739	IDA	located_in	mitochondrion	20403390	Component
36329	810886	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810888	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	810889	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810890	GO:0005739	IEA	located_in	mitochondrion	12368868	Component
36329	810891	GO:0005515	IPI	enables	protein binding	16835460|22737069|26537493	Function
36329	810891	GO:0005886	IDA	located_in	plasma membrane	14676185	Component
36329	810891	GO:0020007	IDA	located_in	apical complex	14676185	Component
36329	810891	GO:0020009	IDA	located_in	microneme	12228305	Component
36329	810891	GO:0044409	IMP	acts_upstream_of_or_within	entry into host	24571085|28371168	Process
36329	810891	GO:0046812	IDA	enables	host cell surface binding	24108241	Function
36329	810895	GO:0020011	HDA	located_in	apicoplast	30212465	Component
36329	810898	GO:0005634	HDA	located_in	nucleus	30379851	Component
36329	810898	GO:0005739	IDA	located_in	mitochondrion	24045696	Component
36329	810898	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810898	GO:0020020	HDA	located_in	food vacuole	21136929	Component
36329	810899	GO:0003723	HDA	enables	RNA binding	33906926	Function
36329	810899	GO:0005634	HDA	located_in	nucleus	30379851	Component
36329	810901	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810901	GO:0009986	IDA	located_in	cell surface	34342640	Component
36329	810901	GO:0020036	IDA	located_in	Maurer's cleft	34342640	Component
36329	810901	GO:0044228	IDA	located_in	host cell surface	34342640	Component
36329	810901	GO:0052559	IDA	acts_upstream_of_or_within	induction by symbiont of host immune response	34342640	Process
36329	810902	GO:0005739	ISO	located_in	mitochondrion	34494883	Component
36329	810903	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810906	GO:0005737	IDA	located_in	cytoplasm	12165385	Component
36329	810906	GO:0006888	ISS	acts_upstream_of_or_within	endoplasmic reticulum to Golgi vesicle-mediated transport	-	Process
36329	810906	GO:0006890	ISS	acts_upstream_of_or_within	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	-	Process
36329	810906	GO:0030126	ISS	part_of	COPI vesicle coat	-	Component
36329	810909	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810909	GO:0005634	ISO	located_in	nucleus	25011111	Component
36329	810909	GO:0005737	ISO	located_in	cytoplasm	25011111	Component
36329	810911	GO:0003723	HDA	enables	RNA binding	33906926	Function
36329	810911	GO:0020003	IDA	located_in	symbiont-containing vacuole	28784333	Component
36329	810912	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810915	GO:0000796	ISO	part_of	condensin complex	32049018	Component
36329	810920	GO:0005886	RCA	located_in	plasma membrane	16603573	Component
36329	810921	GO:0003723	IDA	enables	RNA binding	18035357	Function
36329	810921	GO:0004518	IDA	enables	nuclease activity	18035357	Function
36329	810921	GO:0005509	IDA	enables	calcium ion binding	18035357	Function
36329	810921	GO:0005515	IPI	enables	protein binding	20713134	Function
36329	810921	GO:0005634	HDA	located_in	nucleus	23181666|30379851	Component
36329	810921	GO:0005634	IDA	located_in	nucleus	18035357	Component
36329	810922	GO:0005048	ISS	enables	signal sequence binding	24434517	Function
36329	810922	GO:0005786	ISS	part_of	signal recognition particle, endoplasmic reticulum targeting	24434517	Component
36329	810926	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	810927	GO:0006508	IDA	acts_upstream_of_or_within	proteolysis	10339607	Process
36329	810927	GO:0008236	IDA	enables	serine-type peptidase activity	10339607	Function
36329	810927	GO:0020009	IDA	located_in	microneme	16322767|23834729	Component
36329	810927	GO:0020026	IDA	located_in	merozoite dense granule	10339607	Component
36329	810927	GO:0044310	IDA	located_in	osmiophilic body	27432909	Component
36329	810927	GO:0044409	IMP	acts_upstream_of_or_within	entry into host	33287958	Process
36329	810927	GO:0051604	IDA	acts_upstream_of_or_within	protein maturation	10339607	Process
36329	810929	GO:0044311	IDA	located_in	exoneme	26431890	Component
36329	810930	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	810931	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810932	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810932	GO:0020011	HDA	located_in	apicoplast	30212465	Component
36329	810934	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	810938	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810939	GO:0002143	ISS	acts_upstream_of_or_within	tRNA wobble position uridine thiolation	-	Process
36329	810939	GO:0032447	ISS	acts_upstream_of_or_within	protein urmylation	-	Process
36329	810939	GO:0034227	ISS	acts_upstream_of_or_within	tRNA thio-modification	-	Process
36329	810941	GO:0006182	IMP	acts_upstream_of_or_within	cGMP biosynthetic process	33500341	Process
36329	810941	GO:0007165	TAS	acts_upstream_of_or_within	signal transduction	10747978	Process
36329	810941	GO:0031410	IDA	located_in	cytoplasmic vesicle	33500341	Component
36329	810941	GO:0035891	IMP	acts_upstream_of_or_within	exit from host cell	33500341	Process
36329	810942	GO:0004722	IDA	enables	protein serine/threonine phosphatase activity	9556615	Function
36329	810942	GO:0005634	ISO	located_in	nucleus	25011111	Component
36329	810942	GO:0005737	ISO	located_in	cytoplasm	25011111	Component
36329	810942	GO:0006470	IDA	acts_upstream_of_or_within	protein dephosphorylation	9556615	Process
36329	810943	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	810944	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810944	GO:0009410	IMP	acts_upstream_of_or_within	response to xenobiotic stimulus	31896710	Process
36329	810946	GO:0005515	IPI	enables	protein binding	31728527	Function
36329	810946	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810950	GO:0000792	IDA	located_in	heterochromatin	35288749	Component
36329	810950	GO:0003700	IDA	enables	DNA-binding transcription factor activity	34365503	Function
36329	810950	GO:0005515	IPI	enables	protein binding	33368818|34365503	Function
36329	810950	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810950	GO:0006355	IDA	acts_upstream_of_or_within	regulation of DNA-templated transcription	34365503	Process
36329	810950	GO:0043565	IDA	enables	sequence-specific DNA binding	21060817	Function
36329	810953	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810957	GO:0004089	IDA	enables	carbonate dehydratase activity	25168745	Function
36329	810957	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	810958	GO:0000221	ISS	part_of	vacuolar proton-transporting V-type ATPase, V1 domain	-	Component
36329	810958	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810958	GO:0007035	ISS	acts_upstream_of_or_within	vacuolar acidification	-	Process
36329	810958	GO:0046961	ISS	enables	proton-transporting ATPase activity, rotational mechanism	-	Function
36329	810959	GO:0005634	HDA	located_in	nucleus	23181666|30379851	Component
36329	810961	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810961	GO:0009986	RCA	located_in	cell surface	27714937	Component
36329	810962	GO:0005634	ISO	located_in	nucleus	31283102	Component
36329	810964	GO:0062072	HDA	enables	H3K9me3 modified histone binding	31728527	Function
36329	810965	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810966	GO:0005737	ISO	located_in	cytoplasm	33495622	Component
36329	810969	GO:0005739	ISO	located_in	mitochondrion	27594426	Component
36329	810969	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810970	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810970	GO:0020007	ISO	located_in	apical complex	33705380	Component
36329	810973	GO:0005783	IDA	located_in	endoplasmic reticulum	12117963	Component
36329	810975	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810975	GO:0005634	IDA	located_in	nucleus	19765590	Component
36329	810976	GO:0070258	ISO	located_in	inner membrane pellicle complex	18650444	Component
36329	810978	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	810981	GO:0004109	IDA	enables	coproporphyrinogen oxidase activity	20006984	Function
36329	810981	GO:0005737	IDA	located_in	cytoplasm	26173178	Component
36329	810981	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810981	GO:0005829	IDA	located_in	cytosol	20006984	Component
36329	810982	GO:0005634	HDA	located_in	nucleus	23181666|30379851	Component
36329	810982	GO:0022625	IDA	part_of	cytosolic large ribosomal subunit	24913268	Component
36329	810983	GO:0005634	HDA	located_in	nucleus	23181666|30379851	Component
36329	810985	GO:0005739	ISO	located_in	mitochondrion	30005062	Component
36329	810985	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810985	GO:0015986	RCA	acts_upstream_of_or_within	proton motive force-driven ATP synthesis	31390575	Process
36329	810986	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810987	GO:0003700	IDA	enables	DNA-binding transcription factor activity	34268135	Function
36329	810987	GO:0005515	IPI	enables	protein binding	34268135	Function
36329	810987	GO:0005634	IDA	located_in	nucleus	34268135	Component
36329	810987	GO:0006355	IDA	acts_upstream_of_or_within	regulation of DNA-templated transcription	34268135	Process
36329	810988	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	810989	GO:0005666	ISS	part_of	RNA polymerase III complex	-	Component
36329	810989	GO:0005736	ISS	part_of	RNA polymerase I complex	-	Component
36329	810989	GO:0006360	ISS	acts_upstream_of_or_within	transcription by RNA polymerase I	-	Process
36329	810989	GO:0042797	ISS	acts_upstream_of_or_within	tRNA transcription by RNA polymerase III	-	Process
36329	810991	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	810994	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	810997	GO:0003735	IDA	enables	structural constituent of ribosome	24913268	Function
36329	810997	GO:0005634	HDA	located_in	nucleus	30379851	Component
36329	810997	GO:0022627	IDA	part_of	cytosolic small ribosomal subunit	24913268	Component
36329	811000	GO:0016925	IDA	acts_upstream_of_or_within	protein sumoylation	23943616	Process
36329	811000	GO:0019948	IDA	enables	SUMO activating enzyme activity	23943616	Function
36329	811000	GO:0031510	IDA	part_of	SUMO activating enzyme complex	23943616	Component
36329	811002	GO:0017038	ISO	acts_upstream_of_or_within	protein import	18757752	Process
36329	811002	GO:0020011	HDA	located_in	apicoplast	30212465	Component
36329	811002	GO:0020011	ISO	located_in	apicoplast	18757752	Component
36329	811004	GO:0005802	IDA	located_in	trans-Golgi network	17428488	Component
36329	811004	GO:0005829	IDA	located_in	cytosol	18284574	Component
36329	811004	GO:0006891	IDA	acts_upstream_of_or_within	intra-Golgi vesicle-mediated transport	12657463	Process
36329	811006	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	811006	GO:0006888	ISS	acts_upstream_of_or_within	endoplasmic reticulum to Golgi vesicle-mediated transport	-	Process
36329	811006	GO:0006890	ISS	acts_upstream_of_or_within	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	-	Process
36329	811006	GO:0030126	ISS	part_of	COPI vesicle coat	-	Component
36329	811008	GO:0003723	HDA	enables	RNA binding	33906926	Function
36329	811008	GO:0005634	HDA	located_in	nucleus	23181666|30379851	Component
36329	811008	GO:0005737	IDA	located_in	cytoplasm	15240099	Component
36329	811008	GO:0005886	IDA	located_in	plasma membrane	15240099	Component
36329	811008	GO:0020005	IDA	located_in	symbiont-containing vacuole membrane	15240099	Component
36329	811008	GO:0020020	IDA	located_in	food vacuole	15240099	Component
36329	811008	GO:0030430	IDA	located_in	host cell cytoplasm	15240099	Component
36329	811008	GO:0031965	IDA	located_in	nuclear membrane	15240099	Component
36329	811009	GO:0020011	HDA	located_in	apicoplast	30212465	Component
36329	811009	GO:0020011	IDA	located_in	apicoplast	28902970	Component
36329	811010	GO:0005739	ISO	located_in	mitochondrion	24841368	Component
36329	811010	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	811013	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	811014	GO:0000027	ISS	acts_upstream_of_or_within	ribosomal large subunit assembly	-	Process
36329	811014	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	811014	GO:0005730	ISS	located_in	nucleolus	-	Component
36329	811015	GO:0044312	ISO	located_in	crystalloid	32736136	Component
36329	811017	GO:0009986	HDA	located_in	cell surface	27128092	Component
36329	811017	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	811020	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	811020	GO:0005634	IDA	located_in	nucleus	22804732	Component
36329	811020	GO:0071944	ISO	located_in	cell periphery	27982038	Component
36329	811023	GO:0005634	IDA	located_in	nucleus	18551171	Component
36329	811025	GO:0005634	HDA	located_in	nucleus	23181666|30379851	Component
36329	811026	GO:0004660	IDA	enables	protein farnesyltransferase activity	12194969	Function
36329	811026	GO:0005965	ISM	part_of	protein farnesyltransferase complex	-	Component
36329	811026	GO:0009410	IMP	acts_upstream_of_or_within	response to xenobiotic stimulus	29326268	Process
36329	811026	GO:0018343	IDA	acts_upstream_of_or_within	protein farnesylation	12194969	Process
36329	811027	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	811028	GO:0005739	IDA	located_in	mitochondrion	21984828	Component
36329	811028	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	811028	GO:0015986	ISS	acts_upstream_of_or_within	proton motive force-driven ATP synthesis	-	Process
36329	811035	GO:0020036	RCA	located_in	Maurer's cleft	31631203	Component
36329	811035	GO:0033644	IDA	located_in	host cell membrane	29154995	Component
36329	811035	GO:0044538	IDA	located_in	host cell periphery	27777305	Component
36329	811036	GO:0043657	RCA	located_in	host cell	16507167	Component
36329	811037	GO:0020036	IDA	located_in	Maurer's cleft	23950716	Component
36329	811037	GO:0020036	RCA	located_in	Maurer's cleft	31631203	Component
36329	811038	GO:0005515	IPI	enables	protein binding	32184257	Function
36329	811038	GO:0005634	HDA	located_in	nucleus	30379851	Component
36329	811038	GO:0020036	IDA	located_in	Maurer's cleft	17534427|23185236	Component
36329	811038	GO:0033644	IDA	located_in	host cell membrane	17534427	Component
36329	811038	GO:0046789	TAS	enables	host cell surface receptor binding	18832660	Function
36329	811038	GO:0098609	IDA	acts_upstream_of_or_within	cell-cell adhesion	17534427	Process
36329	811041	GO:0020036	RCA	located_in	Maurer's cleft	31631203	Component
36329	811042	GO:0006468	IMP	acts_upstream_of_or_within	protein phosphorylation	32284562	Process
36329	811042	GO:0044003	IMP	acts_upstream_of_or_within	modulation by symbiont of host process	32284562	Process
36329	811042	GO:0044538	IDA	located_in	host cell periphery	32284562	Component
36329	811043	GO:0043657	RCA	located_in	host cell	16507167	Component
36329	811045	GO:0020036	RCA	located_in	Maurer's cleft	31631203	Component
36329	811045	GO:0043657	RCA	located_in	host cell	16507167	Component
36329	811047	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	811047	GO:0020002	IDA	located_in	host cell plasma membrane	10430943	Component
36329	811047	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	10430943	Process
36329	811048	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	811048	GO:0020013	IDA	acts_upstream_of_or_within	modulation by symbiont of host erythrocyte aggregation	25011110	Process
36329	811048	GO:0020036	TAS	located_in	Maurer's cleft	12477793	Component
36329	811049	GO:0020002	IDA	located_in	host cell plasma membrane	10430943	Component
36329	811049	GO:0020003	IDA	located_in	symbiont-containing vacuole	25751816	Component
36329	811049	GO:0020013	IDA	acts_upstream_of_or_within	modulation by symbiont of host erythrocyte aggregation	25751816	Process
36329	811049	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	10430943	Process
36329	811049	GO:0020035	IDA	acts_upstream_of_or_within	adhesion of symbiont to microvasculature	25751816	Process
36329	811049	GO:0020036	IDA	located_in	Maurer's cleft	25751816	Component
36329	811051	GO:0020002	IDA	located_in	host cell plasma membrane	10430943	Component
36329	811051	GO:0020003	IDA	located_in	symbiont-containing vacuole	25751816	Component
36329	811051	GO:0020013	IDA	acts_upstream_of_or_within	modulation by symbiont of host erythrocyte aggregation	25751816	Process
36329	811051	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	10430943	Process
36329	811051	GO:0020035	IDA	acts_upstream_of_or_within	adhesion of symbiont to microvasculature	25751816	Process
36329	811051	GO:0020036	IDA	located_in	Maurer's cleft	25751816	Component
36329	811052	GO:0020002	IDA	located_in	host cell plasma membrane	10430943	Component
36329	811052	GO:0020003	IDA	located_in	symbiont-containing vacuole	25751816	Component
36329	811052	GO:0020013	IDA	acts_upstream_of_or_within	modulation by symbiont of host erythrocyte aggregation	25751816	Process
36329	811052	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	10430943	Process
36329	811052	GO:0020035	IDA	acts_upstream_of_or_within	adhesion of symbiont to microvasculature	25751816	Process
36329	811052	GO:0020036	IDA	located_in	Maurer's cleft	25751816	Component
36329	811053	GO:0020002	TAS	located_in	host cell plasma membrane	11420100	Component
36329	811053	GO:0020013	TAS	acts_upstream_of_or_within	modulation by symbiont of host erythrocyte aggregation	9230440	Process
36329	811053	GO:0020030	TAS	located_in	infected host cell surface knob	9291676	Component
36329	811053	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	18785843	Process
36329	811053	GO:0020035	TAS	acts_upstream_of_or_within	adhesion of symbiont to microvasculature	11420100	Process
36329	811053	GO:0046789	TAS	enables	host cell surface receptor binding	11316367	Function
36329	811053	GO:0050839	TAS	enables	cell adhesion molecule binding	9786187	Function
36329	811053	GO:0098609	TAS	acts_upstream_of_or_within	cell-cell adhesion	9786187	Process
36329	811054	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	811054	GO:0020036	RCA	located_in	Maurer's cleft	31631203	Component
36329	811054	GO:0043657	RCA	located_in	host cell	16507167	Component
36329	811055	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	811055	GO:0030430	ISM	located_in	host cell cytoplasm	-	Component
36329	811056	GO:0005515	IPI	enables	protein binding	33774908	Function
36329	811056	GO:0005634	HDA	located_in	nucleus	30379851	Component
36329	811056	GO:0020003	IDA	located_in	symbiont-containing vacuole	27777305	Component
36329	811056	GO:0020030	IDA	located_in	infected host cell surface knob	28981210	Component
36329	811056	GO:0044228	IDA	located_in	host cell surface	33774908	Component
36329	811056	GO:0044538	IDA	located_in	host cell periphery	27777305	Component
36329	811057	GO:0030430	IDA	located_in	host cell cytoplasm	25850860	Component
36329	811058	GO:0006468	IMP	acts_upstream_of_or_within	protein phosphorylation	32284562	Process
36329	811058	GO:0020036	IDA	located_in	Maurer's cleft	17181785	Component
36329	811058	GO:0033644	IDA	located_in	host cell membrane	17181785	Component
36329	811058	GO:0044003	IMP	acts_upstream_of_or_within	modulation by symbiont of host process	32284562	Process
36329	811059	GO:0020036	RCA	located_in	Maurer's cleft	31631203	Component
36329	811060	GO:0005515	IPI	enables	protein binding	34718641	Function
36329	811060	GO:0020002	TAS	located_in	host cell plasma membrane	11420100	Component
36329	811060	GO:0020013	TAS	acts_upstream_of_or_within	modulation by symbiont of host erythrocyte aggregation	9230440	Process
36329	811060	GO:0020030	TAS	located_in	infected host cell surface knob	9291676	Component
36329	811060	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	18785843	Process
36329	811060	GO:0020035	IDA	acts_upstream_of_or_within	adhesion of symbiont to microvasculature	16025132	Process
36329	811060	GO:0020036	RCA	located_in	Maurer's cleft	31631203	Component
36329	811060	GO:0035373	IPI	enables	chondroitin sulfate proteoglycan binding	27556547	Function
36329	811060	GO:0046789	IDA	enables	host cell surface receptor binding	27556547	Function
36329	811060	GO:0050839	TAS	enables	cell adhesion molecule binding	9786187	Function
36329	811060	GO:0098609	TAS	acts_upstream_of_or_within	cell-cell adhesion	9786187	Process
36329	811061	GO:0020002	IDA	located_in	host cell plasma membrane	10430943	Component
36329	811061	GO:0020003	IDA	located_in	symbiont-containing vacuole	25751816	Component
36329	811061	GO:0020013	IDA	acts_upstream_of_or_within	modulation by symbiont of host erythrocyte aggregation	25751816	Process
36329	811061	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	10430943	Process
36329	811061	GO:0020035	IDA	acts_upstream_of_or_within	adhesion of symbiont to microvasculature	25751816	Process
36329	811061	GO:0020036	IDA	located_in	Maurer's cleft	25751816	Component
36329	811062	GO:0020002	TAS	located_in	host cell plasma membrane	11420100	Component
36329	811062	GO:0020013	TAS	acts_upstream_of_or_within	modulation by symbiont of host erythrocyte aggregation	9230440	Process
36329	811062	GO:0020030	TAS	located_in	infected host cell surface knob	9291676	Component
36329	811062	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	18785843	Process
36329	811062	GO:0020035	TAS	acts_upstream_of_or_within	adhesion of symbiont to microvasculature	11420100	Process
36329	811062	GO:0046789	TAS	enables	host cell surface receptor binding	11316367	Function
36329	811062	GO:0050839	TAS	enables	cell adhesion molecule binding	9786187	Function
36329	811062	GO:0098609	TAS	acts_upstream_of_or_within	cell-cell adhesion	9786187	Process
36329	811063	GO:0016020	IEA	located_in	membrane	12368868	Component
36329	811063	GO:0020002	IDA	located_in	host cell plasma membrane	10430943	Component
36329	811063	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	10430943	Process
36329	811064	GO:0020002	IDA	located_in	host cell plasma membrane	10430943	Component
36329	811064	GO:0020003	IDA	located_in	symbiont-containing vacuole	25751816	Component
36329	811064	GO:0020013	IDA	acts_upstream_of_or_within	modulation by symbiont of host erythrocyte aggregation	25751816	Process
36329	811064	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	10430943	Process
36329	811064	GO:0020035	IDA	acts_upstream_of_or_within	adhesion of symbiont to microvasculature	25751816	Process
36329	811064	GO:0020036	IDA	located_in	Maurer's cleft	25751816	Component
36329	811065	GO:0020002	TAS	located_in	host cell plasma membrane	11420100	Component
36329	811065	GO:0020013	TAS	acts_upstream_of_or_within	modulation by symbiont of host erythrocyte aggregation	9230440	Process
36329	811065	GO:0020030	TAS	located_in	infected host cell surface knob	9291676	Component
36329	811065	GO:0020033	TAS	acts_upstream_of_or_within	antigenic variation	18785843	Process
36329	811065	GO:0020035	TAS	acts_upstream_of_or_within	adhesion of symbiont to microvasculature	11420100	Process
36329	811065	GO:0046789	TAS	enables	host cell surface receptor binding	11316367	Function
36329	811065	GO:0050839	TAS	enables	cell adhesion molecule binding	9786187	Function
36329	811065	GO:0098609	TAS	acts_upstream_of_or_within	cell-cell adhesion	9786187	Process
36329	811066	GO:0043657	RCA	located_in	host cell	16507167	Component
36329	811067	GO:0020036	IDA	located_in	Maurer's cleft	23950716	Component
36329	811068	GO:0003924	ISS	enables	GTPase activity	-	Function
36329	811068	GO:0016887	ISS	enables	ATP hydrolysis activity	-	Function
36329	811069	GO:0004674	IDA	enables	protein serine/threonine kinase activity	22116321	Function
36329	811069	GO:0004708	IDA	enables	MAP kinase kinase activity	17064692	Function
36329	811069	GO:0006468	IDA	acts_upstream_of_or_within	protein phosphorylation	17064692	Process
36329	811069	GO:0046777	IDA	acts_upstream_of_or_within	protein autophosphorylation	19644735	Process
36329	811071	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	811072	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	811073	GO:0005524	ISM	enables	ATP binding	-	Function
36329	811073	GO:0005634	IDA	located_in	nucleus	30728406	Component
36329	811073	GO:0005737	IDA	located_in	cytoplasm	30728406	Component
36329	811073	GO:0008094	IDA	enables	ATP-dependent activity, acting on DNA	30728406	Function
36329	811073	GO:0008186	IDA	enables	ATP-dependent activity, acting on RNA	30728406	Function
36329	811073	GO:0032508	IDA	acts_upstream_of_or_within	DNA duplex unwinding	30728406	Process
36329	811073	GO:0043138	IDA	enables	3'-5' DNA helicase activity	30728406	Function
36329	811075	GO:0005315	IDA	enables	inorganic phosphate transmembrane transporter activity	32574727	Function
36329	811075	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	811075	GO:0035435	IDA	acts_upstream_of_or_within	phosphate ion transmembrane transport	32574727	Process
36329	811077	GO:0006457	IDA	acts_upstream_of_or_within	protein folding	22546550	Process
36329	811078	GO:0008173	ISS	enables	RNA methyltransferase activity	-	Function
36329	811079	GO:0005634	HDA	located_in	nucleus	23181666|30379851	Component
36329	811079	GO:0051168	ISS	acts_upstream_of_or_within	nuclear export	-	Process
36329	811082	GO:0001819	IDA	acts_upstream_of_or_within	positive regulation of cytokine production	18234548	Process
36329	811082	GO:0005634	HDA	located_in	nucleus	23181666|30379851	Component
36329	811082	GO:0005634	IDA	located_in	nucleus	12368867|16607015	Component
36329	811082	GO:0005694	IDA	located_in	chromosome	18234548	Component
36329	811082	GO:0005829	IDA	located_in	cytosol	18234548	Component
36329	811082	GO:0008301	IDA	enables	DNA binding, bending	16607015	Function
36329	811082	GO:0019237	IDA	enables	centromeric DNA binding	33906919	Function
36329	811083	GO:0003688	IDA	enables	DNA replication origin binding	19633266	Function
36329	811083	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	811083	GO:0005634	IDA	located_in	nucleus	16842352	Component
36329	811083	GO:0005664	IDA	part_of	nuclear origin of replication recognition complex	16216221	Component
36329	811083	GO:0005737	IDA	located_in	cytoplasm	18525026	Component
36329	811083	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	811083	GO:0016887	IDA	enables	ATP hydrolysis activity	16216221	Function
36329	811083	GO:0042162	IDA	enables	telomeric DNA binding	22379140	Function
36329	811085	GO:0005515	IPI	enables	protein binding	24434517	Function
36329	811085	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	811085	GO:0005634	IDA	located_in	nucleus	24434517	Component
36329	811085	GO:0005737	IDA	located_in	cytoplasm	24434517	Component
36329	811085	GO:0005789	IDA	located_in	endoplasmic reticulum membrane	24434517	Component
36329	811086	GO:0009657	IMP	acts_upstream_of_or_within	plastid organization	30726238	Process
36329	811088	GO:0005737	IDA	located_in	cytoplasm	25204654	Component
36329	811089	GO:0005739	RCA	located_in	mitochondrion	34494883	Component
36329	811090	GO:0005515	IPI	enables	protein binding	22293287	Function
36329	811090	GO:0005634	HDA	located_in	nucleus	23181666|30379851	Component
36329	811090	GO:0005737	IDA	located_in	cytoplasm	15899528|23181666	Component
36329	811090	GO:0042393	IDA	enables	histone binding	15899528	Function
36329	811091	GO:0004842	IDA	enables	ubiquitin-protein transferase activity	22912882	Function
36329	811091	GO:0005634	HDA	located_in	nucleus	23181666	Component
36329	811091	GO:0005737	IDA	located_in	cytoplasm	22912882	Component
36329	811095	GO:0003723	HDA	enables	RNA binding	33906926	Function
36329	811095	GO:0005634	HDA	located_in	nucleus	23181666|30379851	Component
36329	811095	GO:0020036	RCA	located_in	Maurer's cleft	31631203	Component
36329	811097	GO:0005886	ISO	located_in	plasma membrane	29866905	Component
